State Patient Number,Date Announced,Age Bracket,Gender,,Detected District,Detected State,State Code,Num Cases,Current Status,Contracted from which Patient (Suspected),Notes,Source_1,Source_2,Source_3,Nationality,Type of transmission,Status Change Date,Patient Number
,01/11/2021,,,,Chandigarh,Chandigarh,CH,2,Recovered,,Reconciled,,,,,,,
,01/11/2021,,,,Chandigarh,Chandigarh,CH,-5,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Baloda Bazar,Chhattisgarh,CT,1,Recovered,,Reconciled,,,,,,,
,01/11/2021,,,,Bijapur,Chhattisgarh,CT,1,Recovered,,Reconciled,,,,,,,
,01/11/2021,,,,Other State,Chhattisgarh,CT,4,Recovered,,Reconciled,,,,,,,
,01/11/2021,,,,Bijapur,Chhattisgarh,CT,-1,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,,Dadra and Nagar Haveli and Daman and Diu,DN,1,Recovered,,Reconciled,,,,,,,
,01/11/2021,,,,,Dadra and Nagar Haveli and Daman and Diu,DN,2,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,,Goa,GA,55,Recovered,,Reconciled,,,,,,,
,01/11/2021,,,,,Goa,GA,13,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Leh,Ladakh,LA,9,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Aizawl,Mizoram,MZ,142,Recovered,,Reconciled,,,,,,,
,01/11/2021,,,,Champhai,Mizoram,MZ,1,Recovered,,Reconciled,,,,,,,
,01/11/2021,,,,Lunglei,Mizoram,MZ,4,Recovered,,Reconciled,,,,,,,
,01/11/2021,,,,Mamit,Mizoram,MZ,40,Recovered,,Reconciled,,,,,,,
,01/11/2021,,,,Saitual,Mizoram,MZ,24,Recovered,,Reconciled,,,,,,,
,01/11/2021,,,,Serchhip,Mizoram,MZ,111,Recovered,,Reconciled,,,,,,,
,01/11/2021,,,,,Sikkim,SK,20,Recovered,,Reconciled,,,,,,,
,01/11/2021,,,,,Sikkim,SK,5,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,,Telangana,TG,193,Recovered,,Reconciled,,,,,,,
,01/11/2021,,,,Adilabad,Telangana,TG,2,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Bhadradri Kothagudem,Telangana,TG,4,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Hyderabad,Telangana,TG,59,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Jagtial,Telangana,TG,4,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Karimnagar,Telangana,TG,13,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Khammam,Telangana,TG,11,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Komaram Bheem,Telangana,TG,2,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Mahabubabad,Telangana,TG,2,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Mahabubnagar,Telangana,TG,1,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Mancherial,Telangana,TG,4,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Medak,Telangana,TG,1,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Medchal Malkajgiri,Telangana,TG,11,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Mulugu,Telangana,TG,1,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Nagarkurnool,Telangana,TG,4,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Nalgonda,Telangana,TG,5,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Nizamabad,Telangana,TG,4,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Peddapalli,Telangana,TG,2,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Rajanna Sircilla,Telangana,TG,4,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Ranga Reddy,Telangana,TG,5,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Sangareddy,Telangana,TG,1,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Siddipet,Telangana,TG,4,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Suryapet,Telangana,TG,2,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Vikarabad,Telangana,TG,1,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Wanaparthy,Telangana,TG,1,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Warangal Rural,Telangana,TG,4,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Warangal Urban,Telangana,TG,5,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,Yadadri Bhuvanagiri,Telangana,TG,3,Hospitalized,,Reconciled,,,,,,,
,01/11/2021,,,,,Telangana,TG,2,Deceased,,Reconciled,,,,,,,
,02/11/2021,,,,,Andaman and Nicobar Islands,AN,-1,Recovered,,Reconciled,,,,,,,
,02/11/2021,,,,,Andaman and Nicobar Islands,AN,-4,Hospitalized,,Reconciled,,,,,,,
,02/11/2021,,,,Chandigarh,Chandigarh,CH,1,Recovered,,Reconciled,,,,,,,
,02/11/2021,,,,Chandigarh,Chandigarh,CH,1,Hospitalized,,Reconciled,,,,,,,
,02/11/2021,,,,Baloda Bazar,Chhattisgarh,CT,-1,Recovered,,Reconciled,,,,,,,
,02/11/2021,,,,Bijapur,Chhattisgarh,CT,-1,Recovered,,Reconciled,,,,,,,
,02/11/2021,,,,Other State,Chhattisgarh,CT,-4,Recovered,,Reconciled,,,,,,,
,02/11/2021,,,,Bijapur,Chhattisgarh,CT,1,Hospitalized,,Reconciled,,,,,,,
,02/11/2021,,,,,Goa,GA,42,Hospitalized,,Reconciled,,,,,,,
,02/11/2021,,,,,Goa,GA,-43,Deceased,,Reconciled,,,,,,,
,02/11/2021,,,,Bilaspur,Himachal Pradesh,HP,29,Recovered,,Reconciled,,,,,,,
,02/11/2021,,,,Solan,Himachal Pradesh,HP,2,Recovered,,Reconciled,,,,,,,
,02/11/2021,,,,Bilaspur,Himachal Pradesh,HP,4,Hospitalized,,Reconciled,,,,,,,
,02/11/2021,,,,Chamba,Himachal Pradesh,HP,2,Hospitalized,,Reconciled,,,,,,,
,02/11/2021,,,,Hamirpur,Himachal Pradesh,HP,36,Hospitalized,,Reconciled,,,,,,,
,02/11/2021,,,,Kangra,Himachal Pradesh,HP,67,Hospitalized,,Reconciled,,,,,,,
,02/11/2021,,,,Kinnaur,Himachal Pradesh,HP,1,Hospitalized,,Reconciled,,,,,,,
,02/11/2021,,,,Kullu,Himachal Pradesh,HP,2,Hospitalized,,Reconciled,,,,,,,
,02/11/2021,,,,Mandi,Himachal Pradesh,HP,12,Hospitalized,,Reconciled,,,,,,,
,02/11/2021,,,,Shimla,Himachal Pradesh,HP,8,Hospitalized,,Reconciled,,,,,,,
,02/11/2021,,,,Solan,Himachal Pradesh,HP,2,Hospitalized,,Reconciled,,,,,,,
,02/11/2021,,,,Una,Himachal Pradesh,HP,25,Hospitalized,,Reconciled,,,,,,,
,02/11/2021,,,,Leh,Ladakh,LA,3,Recovered,,Reconciled,,,,,,,
,02/11/2021,,,,Leh,Ladakh,LA,8,Hospitalized,,Reconciled,,,,,,,
,02/11/2021,,,,Aizawl,Mizoram,MZ,466,Recovered,,Reconciled,,,,,,,
,02/11/2021,,,,Champhai,Mizoram,MZ,46,Recovered,,Reconciled,,,,,,,
,02/11/2021,,,,Khawzawl,Mizoram,MZ,2,Recovered,,Reconciled,,,,,,,
,02/11/2021,,,,Kolasib,Mizoram,MZ,8,Recovered,,Reconciled,,,,,,,
,02/11/2021,,,,Lawngtlai,Mizoram,MZ,26,Recovered,,Reconciled,,,,,,,
,02/11/2021,,,,Lunglei,Mizoram,MZ,34,Recovered,,Reconciled,,,,,,,
,02/11/2021,,,,Mamit,Mizoram,MZ,-23,Recovered,,Reconciled,,,,,,,
,02/11/2021,,,,Saiha,Mizoram,MZ,-1685,Recovered,,Reconciled,,,,,,,
,02/11/2021,,,,Saitual,Mizoram,MZ,-17,Recovered,,Reconciled,,,,,,,
,02/11/2021,,,,Serchhip,Mizoram,MZ,-76,Recovered,,Reconciled,,,,,,,
,02/11/2021,,,,Saiha,Mizoram,MZ,-1252,Hospitalized,,Reconciled,,,,,,,
,02/11/2021,,,,Saiha,Mizoram,MZ,-4,Deceased,,Reconciled,,,,,,,
,02/11/2021,,,,,Sikkim,SK,-18,Recovered,,Reconciled,,,,,,,
,02/11/2021,,,,,Sikkim,SK,-10,Hospitalized,,Reconciled,,,,,,,
,02/11/2021,,,,,Sikkim,SK,-1,Deceased,,Reconciled,,,,,,,
,03/11/2021,,,,Chandigarh,Chandigarh,CH,1,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Bastar,Chhattisgarh,CT,2,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Bilaspur,Chhattisgarh,CT,2,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Dakshin Bastar Dantewada,Chhattisgarh,CT,3,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Durg,Chhattisgarh,CT,2,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Janjgir Champa,Chhattisgarh,CT,1,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Jashpur,Chhattisgarh,CT,1,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Kondagaon,Chhattisgarh,CT,1,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Korba,Chhattisgarh,CT,10,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Raipur,Chhattisgarh,CT,1,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Bastar,Chhattisgarh,CT,1,Hospitalized,,Reconciled,,,,,,,
,03/11/2021,,,,Durg,Chhattisgarh,CT,1,Hospitalized,,Reconciled,,,,,,,
,03/11/2021,,,,Raigarh,Chhattisgarh,CT,1,Hospitalized,,Reconciled,,,,,,,
,03/11/2021,,,,,Dadra and Nagar Haveli and Daman and Diu,DN,-31,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,,Dadra and Nagar Haveli and Daman and Diu,DN,-1,Hospitalized,,Reconciled,,,,,,,
,03/11/2021,,,,,Goa,GA,35,Hospitalized,,Reconciled,,,,,,,
,03/11/2021,,,,Hamirpur,Himachal Pradesh,HP,10,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Kangra,Himachal Pradesh,HP,3,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Kinnaur,Himachal Pradesh,HP,2,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Mandi,Himachal Pradesh,HP,26,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Shimla,Himachal Pradesh,HP,1,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Solan,Himachal Pradesh,HP,2,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Una,Himachal Pradesh,HP,21,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Hamirpur,Himachal Pradesh,HP,1,Hospitalized,,Reconciled,,,,,,,
,03/11/2021,,,,Mandi,Himachal Pradesh,HP,8,Hospitalized,,Reconciled,,,,,,,
,03/11/2021,,,,Leh,Ladakh,LA,5,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,,Ladakh,LA,-3,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Leh,Ladakh,LA,16,Hospitalized,,Reconciled,,,,,,,
,03/11/2021,,,,,Ladakh,LA,-17,Hospitalized,,Reconciled,,,,,,,
,03/11/2021,,,,,Ladakh,LA,0,Deceased,,Reconciled,,,,,,,
,03/11/2021,,,,Aizawl,Mizoram,MZ,-565,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Champhai,Mizoram,MZ,-42,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Khawzawl,Mizoram,MZ,-2,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Kolasib,Mizoram,MZ,-8,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Lawngtlai,Mizoram,MZ,-26,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Lunglei,Mizoram,MZ,-38,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Mamit,Mizoram,MZ,27,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Saiha,Mizoram,MZ,1686,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Saitual,Mizoram,MZ,-3,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Serchhip,Mizoram,MZ,-16,Recovered,,Reconciled,,,,,,,
,03/11/2021,,,,Saiha,Mizoram,MZ,1252,Hospitalized,,Reconciled,,,,,,,
,03/11/2021,,,,Saiha,Mizoram,MZ,4,Deceased,,Reconciled,,,,,,,
,04/11/2021,,,,,Andaman and Nicobar Islands,AN,-1,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,,Andaman and Nicobar Islands,AN,-1,Hospitalized,,Reconciled,,,,,,,
,04/11/2021,,,,Chandigarh,Chandigarh,CH,-2,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,Chandigarh,Chandigarh,CH,-1,Hospitalized,,Reconciled,,,,,,,
,04/11/2021,,,,Baloda Bazar,Chhattisgarh,CT,2,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,Bastar,Chhattisgarh,CT,1,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,Bilaspur,Chhattisgarh,CT,1,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,Durg,Chhattisgarh,CT,3,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,Janjgir Champa,Chhattisgarh,CT,2,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,Korba,Chhattisgarh,CT,3,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,Raipur,Chhattisgarh,CT,1,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,,Dadra and Nagar Haveli and Daman and Diu,DN,2,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,,Goa,GA,40,Hospitalized,,Reconciled,,,,,,,
,04/11/2021,,,,Hamirpur,Himachal Pradesh,HP,60,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,Kangra,Himachal Pradesh,HP,146,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,Kinnaur,Himachal Pradesh,HP,1,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,Kullu,Himachal Pradesh,HP,6,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,Mandi,Himachal Pradesh,HP,10,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,Shimla,Himachal Pradesh,HP,16,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,Solan,Himachal Pradesh,HP,2,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,Una,Himachal Pradesh,HP,9,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,Kangra,Himachal Pradesh,HP,15,Hospitalized,,Reconciled,,,,,,,
,04/11/2021,,,,Kinnaur,Himachal Pradesh,HP,3,Hospitalized,,Reconciled,,,,,,,
,04/11/2021,,,,Solan,Himachal Pradesh,HP,1,Hospitalized,,Reconciled,,,,,,,
,04/11/2021,,,,Leh,Ladakh,LA,3,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,,Ladakh,LA,-5,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,Leh,Ladakh,LA,10,Hospitalized,,Reconciled,,,,,,,
,04/11/2021,,,,,Ladakh,LA,-16,Hospitalized,,Reconciled,,,,,,,
,04/11/2021,,,,Leh,Ladakh,LA,1,Deceased,,Reconciled,,,,,,,
,04/11/2021,,,,,Ladakh,LA,0,Deceased,,Reconciled,,,,,,,
,04/11/2021,,,,Aizawl,Mizoram,MZ,-29,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,Champhai,Mizoram,MZ,-1,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,Kolasib,Mizoram,MZ,20,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,Lunglei,Mizoram,MZ,116,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,Mamit,Mizoram,MZ,-44,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,Saiha,Mizoram,MZ,29,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,Serchhip,Mizoram,MZ,54,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,,Sikkim,SK,-13,Recovered,,Reconciled,,,,,,,
,04/11/2021,,,,,Sikkim,SK,1,Migrated_Other,,Reconciled,,,,,,,
,04/11/2021,,,,,Sikkim,SK,-9,Hospitalized,,Reconciled,,,,,,,
,05/11/2021,,,,Durg,Chhattisgarh,CT,1,Deceased,,Reconciled,,,,,,,
,05/11/2021,,,,,Dadra and Nagar Haveli and Daman and Diu,DN,-1,Recovered,,Reconciled,,,,,,,
,05/11/2021,,,,,Goa,GA,12,Hospitalized,,Reconciled,,,,,,,
,05/11/2021,,,,Bilaspur,Himachal Pradesh,HP,3,Hospitalized,,Reconciled,,,,,,,
,05/11/2021,,,,Hamirpur,Himachal Pradesh,HP,5,Hospitalized,,Reconciled,,,,,,,
,05/11/2021,,,,Leh,Ladakh,LA,7,Recovered,,Reconciled,,,,,,,
,05/11/2021,,,,,Ladakh,LA,-3,Recovered,,Reconciled,,,,,,,
,05/11/2021,,,,Leh,Ladakh,LA,1,Hospitalized,,Reconciled,,,,,,,
,05/11/2021,,,,,Ladakh,LA,-10,Hospitalized,,Reconciled,,,,,,,
,05/11/2021,,,,Kargil,Ladakh,LA,1,Deceased,,Reconciled,,,,,,,
,05/11/2021,,,,,Ladakh,LA,-1,Deceased,,Reconciled,,,,,,,
,05/11/2021,,,,Aizawl,Mizoram,MZ,75,Recovered,,Reconciled,,,,,,,
,05/11/2021,,,,Champhai,Mizoram,MZ,-4,Recovered,,Reconciled,,,,,,,
,05/11/2021,,,,Kolasib,Mizoram,MZ,-20,Recovered,,Reconciled,,,,,,,
,05/11/2021,,,,Lunglei,Mizoram,MZ,-62,Recovered,,Reconciled,,,,,,,
,05/11/2021,,,,Saiha,Mizoram,MZ,-30,Recovered,,Reconciled,,,,,,,
,05/11/2021,,,,Saitual,Mizoram,MZ,-4,Recovered,,Reconciled,,,,,,,
,05/11/2021,,,,Serchhip,Mizoram,MZ,-23,Recovered,,Reconciled,,,,,,,
,05/11/2021,,,,,Sikkim,SK,-16,Recovered,,Reconciled,,,,,,,
,05/11/2021,,,,,Sikkim,SK,1,Migrated_Other,,Reconciled,,,,,,,
,05/11/2021,,,,,Sikkim,SK,-11,Hospitalized,,Reconciled,,,,,,,
,05/11/2021,,,,,Telangana,TG,-1,Deceased,,Reconciled,,,,,,,
,06/11/2021,,,,,Andaman and Nicobar Islands,AN,-1,Hospitalized,,Reconciled,,,,,,,
,06/11/2021,,,,,Dadra and Nagar Haveli and Daman and Diu,DN,-1,Recovered,,Reconciled,,,,,,,
,06/11/2021,,,,,Goa,GA,19,Hospitalized,,Reconciled,,,,,,,
,06/11/2021,,,,Karnal,Haryana,HR,1,Hospitalized,,Reconciled,,,,,,,
,06/11/2021,,,,Leh,Ladakh,LA,4,Recovered,,Reconciled,,,,,,,
,06/11/2021,,,,,Ladakh,LA,-8,Recovered,,Reconciled,,,,,,,
,06/11/2021,,,,Leh,Ladakh,LA,27,Hospitalized,,Reconciled,,,,,,,
,06/11/2021,,,,,Ladakh,LA,-1,Hospitalized,,Reconciled,,,,,,,
,06/11/2021,,,,Aizawl,Mizoram,MZ,43,Recovered,,Reconciled,,,,,,,
,06/11/2021,,,,Champhai,Mizoram,MZ,3,Recovered,,Reconciled,,,,,,,
,06/11/2021,,,,Lunglei,Mizoram,MZ,59,Recovered,,Reconciled,,,,,,,
,06/11/2021,,,,Saiha,Mizoram,MZ,10,Recovered,,Reconciled,,,,,,,
,06/11/2021,,,,Saitual,Mizoram,MZ,1,Recovered,,Reconciled,,,,,,,
,06/11/2021,,,,Serchhip,Mizoram,MZ,2,Recovered,,Reconciled,,,,,,,
,06/11/2021,,,,,Sikkim,SK,-23,Recovered,,Reconciled,,,,,,,
,06/11/2021,,,,,Sikkim,SK,-9,Hospitalized,,Reconciled,,,,,,,
,06/11/2021,,,,,Sikkim,SK,-1,Deceased,,Reconciled,,,,,,,
,06/11/2021,,,,Suryapet,Telangana,TG,2,Hospitalized,,Reconciled,,,,,,,
,07/11/2021,,,,Anantapur,Andhra Pradesh,AP,5,Recovered,,Reconciled,,,,,,,
,07/11/2021,,,,Chittoor,Andhra Pradesh,AP,93,Recovered,,Reconciled,,,,,,,
,07/11/2021,,,,East Godavari,Andhra Pradesh,AP,48,Recovered,,Reconciled,,,,,,,
,07/11/2021,,,,Guntur,Andhra Pradesh,AP,21,Recovered,,Reconciled,,,,,,,
,07/11/2021,,,,Krishna,Andhra Pradesh,AP,73,Recovered,,Reconciled,,,,,,,
,07/11/2021,,,,Kurnool,Andhra Pradesh,AP,6,Recovered,,Reconciled,,,,,,,
,07/11/2021,,,,Prakasam,Andhra Pradesh,AP,19,Recovered,,Reconciled,,,,,,,
,07/11/2021,,,,S.P.S. Nellore,Andhra Pradesh,AP,26,Recovered,,Reconciled,,,,,,,
,07/11/2021,,,,Srikakulam,Andhra Pradesh,AP,17,Recovered,,Reconciled,,,,,,,
,07/11/2021,,,,Visakhapatnam,Andhra Pradesh,AP,46,Recovered,,Reconciled,,,,,,,
,07/11/2021,,,,Vizianagaram,Andhra Pradesh,AP,10,Recovered,,Reconciled,,,,,,,
,07/11/2021,,,,West Godavari,Andhra Pradesh,AP,49,Recovered,,Reconciled,,,,,,,
